#Chromosome	Position	Peak_score	Tags_CTCF	Tags_IgG
chr5	74673895	26.7666666667	54	19
chr5	74707600	16.93	33	10
chr5	75192640	17.63	41	7
chr5	75515040	33.81	66	13
chr5	75551870	25.1933333333	83	17
chr5	75552330	18.3966666667	83	17
chr5	75606095	17.5466666667	40	14
chr5	75610785	19.8233333333	38	7
chr5	76056620	18.18	42	11
chr5	76258730	19.9933333333	40	5
chr5	76547700	23.2233333333	39	3
chr5	76569670	17.23	30	12
chr5	76994490	60.03	93	6
chr5	77017640	21.68	48	9
chr5	77282740	19.43	31	2
chr5	77305490	18.3633333333	32	7
chr5	77490575	39.2133333333	74	15
chr5	77518460	19.5366666667	46	10
chr5	77623090	20.4666666667	46	12
chr5	77652500	18.8533333333	35	11
chr5	77698645	27.7333333333	50	11
chr5	77705215	17.5633333333	33	3
chr5	77783700	31.0966666667	67	15
chr5	77889095	16.17	68	18
chr5	77889515	29.4933333333	68	18
chr5	77897660	19.47	40	17
chr5	78236975	17.5566666667	30	6
chr5	80242585	27.3366666667	141	74
chr5	80243215	43.9133333333	141	74
chr5	86495805	22.38	51	8
chr5	89220770	19.2333333333	44	5
chr5	89291440	19.6633333333	39	12
chr5	89325735	17.0666666667	28	9
chr5	89884740	29.6033333333	57	9
chr5	90929985	16.2366666667	25	1
chr5	91018080	20.4333333333	41	9
chr5	91380735	30.74	56	9
chr5	91737130	21.9633333333	50	9
chr5	92547090	47.4266666667	83	17
chr5	92668720	23.2066666667	53	10
chr5	92739130	27.1366666667	45	16
chr5	92814085	18.37	66	22
chr5	92827395	37.0233333333	70	13
chr5	93085485	27.08	50	9
chr5	93155145	16.01	81	24
chr5	93157405	21.6433333333	81	24
chr5	93351025	17.2933333333	37	11
chr5	93383565	25.0233333333	87	22
chr5	93384325	16.37	87	22
chr5	93399705	21.2933333333	49	18
chr5	93413090	23.2566666667	48	11
chr5	93757305	20.49	44	2
chr5	96379485	16.9466666667	27	6
chr5	96865205	24.5333333333	46	26
chr5	97557710	19.3066666667	36	5
chr5	97982335	21.5233333333	40	1
chr5	98596720	46.1633333333	74	6
chr5	98614440	16.2933333333	35	11
chr5	98758475	39.2233333333	54	4
chr5	99677690	30.8533333333	51	8
chr5	100059285	32.7666666667	54	8
chr5	100329180	17.3133333333	27	10
chr5	100357255	18.6133333333	34	10
chr5	100468055	20.1733333333	47	21
chr5	100499445	20.08	34	6
chr5	100596360	20.9	44	9
chr5	100751235	68.69	108	14
chr5	100780280	36.04	93	27
chr5	100866270	18.4866666667	52	14
chr5	101093045	35.2333333333	67	15
chr5	101100590	22.3633333333	52	9
chr5	101344280	26.7	180	34
chr5	101346640	46.8433333333	180	34
chr5	101420765	26.84	49	9
chr5	101449965	27.6733333333	48	13
chr5	101717550	18.3266666667	32	12
chr5	102077565	32.81	71	12
chr5	102117845	21.9833333333	43	14
chr5	102263070	20.7466666667	35	7
chr5	102283950	22.7866666667	49	18
chr5	102323045	23.33	52	21
chr5	102424645	18.3366666667	45	10
chr5	102555865	17.7866666667	31	9
chr5	102578720	20.37	52	14
chr5	102642320	20.6533333333	35	19
chr5	102848390	16.0566666667	30	5
chr5	103195520	16.8533333333	34	8
chr5	103731940	17.55	30	9
chr5	103798175	20.7766666667	35	4
chr5	104016400	25.5966666667	63	16
chr5	104083400	46.1966666667	122	27
chr5	104247010	26.8	57	11
chr5	104356620	20.01	41	11
chr5	104424305	18.9466666667	70	16
chr5	104428925	24.93	44	6
chr5	104482195	18.0266666667	32	10
chr5	104487250	16.87	45	9
chr5	104762570	25.2166666667	104	33
chr5	104769045	30.22	57	12
chr5	104875365	23.2366666667	38	9
chr5	105357045	91.22	244	152
chr5	105834255	17.0433333333	36	10
chr5	106083895	40.0266666667	72	16
chr5	106297795	19.9	43	11
chr5	106359445	19.16	36	12
chr5	106703825	25.3766666667	60	12
chr5	106846350	23.7766666667	45	9
chr5	106898735	17.94	34	9
chr5	107003690	16.0366666667	35	9
chr5	107231585	33.7833333333	74	12
chr5	107716400	17.0233333333	26	1
chr5	107942850	21.7066666667	42	9
chr5	108329535	39.6033333333	78	12
chr5	108350605	23.96	57	25
chr5	108415340	18.4133333333	34	10
chr5	108856405	35.8333333333	83	12
chr5	108863530	34.98	67	18
chr5	108914445	25.54	55	17
chr5	109080985	22.9266666667	62	23
chr5	109098080	23.2366666667	107	40
chr5	109101010	17.0533333333	107	40
chr5	109172995	20.89	33	9
chr5	109977920	25.2033333333	54	14
chr5	110025875	24.94	61	10
chr5	110030220	17.2266666667	35	7
chr5	110632665	16.1366666667	73	19
chr5	110713780	16.8933333333	44	11
chr5	110783950	18.1266666667	76	34
chr5	110786750	19.1933333333	76	34
chr5	110792195	16.1533333333	52	15
chr5	110805950	52.25	110	15
chr5	110858330	25.67	44	13
chr5	110922995	36.52	75	10
chr5	110980115	17.3033333333	38	8
chr5	111199805	32.8266666667	80	13
chr5	111217910	20.3833333333	94	33
chr5	111637895	20.77	76	18
chr5	111698810	48.3333333333	85	20
chr5	111838880	20.7733333333	55	24
chr5	111906970	16.4033333333	40	17
chr5	112070800	19.1966666667	44	7
chr5	112097175	17.66	69	11
chr5	112194860	36.72	60	23
chr5	112238245	19.13	50	9
chr5	112303175	17.98	44	15
chr5	112360970	17.1466666667	39	10
chr5	112507130	17.88	41	6
chr5	112583020	23.3	46	8
chr5	112608995	24.2566666667	142	27
chr5	112609915	17.36	142	27
chr5	112611945	23.6833333333	142	27
chr5	112639380	25.8533333333	52	11
chr5	112643660	32.6933333333	65	16
chr5	112669980	23.8233333333	50	14
chr5	112764710	20.96	59	16
chr5	112856555	17.8766666667	97	23
chr5	112858215	26.49	97	23
chr5	112862200	20.0433333333	46	9
chr5	112894540	22.9033333333	54	19
chr5	112899355	17.1533333333	44	10
chr5	112945760	17.81	32	9
chr5	112961440	27.4866666667	68	12
chr5	112991770	28.2566666667	60	22
chr5	113003105	23.02	50	7
chr5	113071955	23.6766666667	61	18
chr5	113090350	20.9433333333	51	14
chr5	113278050	19.2533333333	48	11
chr5	113294050	19.48	37	7
chr5	113300060	21.0133333333	75	28
chr5	113306250	24.3866666667	60	22
chr5	113483545	24.4766666667	52	17
chr5	113507850	28.4333333333	108	28
chr5	113520405	30.9566666667	60	15
chr5	113528740	81.7533333333	143	25
chr5	113584335	41.16	77	25
chr5	113599275	34.1233333333	277	66
chr5	113602485	31.3633333333	277	66
chr5	113604215	53.7666666667	277	66
chr5	113609275	22.6533333333	37	13
chr5	113650500	32.6633333333	88	21
chr5	113655740	49.8633333333	88	12
chr5	113666525	21.1566666667	47	20
chr5	113743225	38.6833333333	83	16
chr5	113777780	18.05	32	9
chr5	113795100	30.66	75	16
chr5	113802705	29.7533333333	70	19
chr5	113998255	27.26	68	13
chr5	114030275	30.5266666667	62	16
chr5	114141270	18.0066666667	44	17
chr5	114172015	18.75	126	27
chr5	114174685	36.2566666667	126	27
chr5	114182370	21.9533333333	41	6
chr5	114187105	22.38	54	14
chr5	114223840	21.2566666667	43	14
chr5	114265970	22.18	100	25
chr5	114294930	30.4333333333	72	30
chr5	114304640	38.12	79	21
chr5	114311595	24.1633333333	54	12
chr5	114358940	16.6633333333	34	9
chr5	114392780	73.6266666667	125	23
chr5	114404605	22.88	67	11
chr5	114480835	18.6366666667	40	11
chr5	114502390	33.0366666667	71	13
chr5	114578285	42.8833333333	107	27
chr5	114628505	16.66	39	8
chr5	114639120	30.2633333333	59	11
chr5	114698290	20.0633333333	49	9
chr5	114765205	33.1833333333	98	21
chr5	114806790	37.6366666667	73	12
chr5	114868720	21.1066666667	48	15
chr5	114911480	35.6433333333	66	21
chr5	115018110	19.5233333333	52	23
chr5	115058750	30.2433333333	65	16
chr5	115062355	19.6733333333	49	11
chr5	115069115	31.57	119	27
chr5	115070495	30.7433333333	119	27
chr5	115075880	18.5166666667	47	8
chr5	115089475	26.7	56	8
chr5	115117745	116.726666667	174	18
chr5	115152890	21.0133333333	47	12
chr5	115274415	41.4133333333	76	5
chr5	115309450	32.2633333333	67	17
chr5	115352630	25.4266666667	50	7
chr5	115372610	70.3166666667	139	89
chr5	115429380	51.11	104	12
chr5	115526800	18.55	36	12
chr5	115575420	38.1166666667	74	21
chr5	115624875	20.72	50	14
chr5	115637340	17.1833333333	92	21
chr5	115639070	22.6533333333	92	21
chr5	115660625	18.2633333333	34	5
chr5	115686120	26.8933333333	52	14
chr5	115726255	25.1333333333	47	11
chr5	115797765	21.3633333333	66	16
chr5	115809055	23.0466666667	45	8
chr5	115891730	22.6233333333	75	19
chr5	115914850	25.6	42	11
chr5	115923450	18.6566666667	34	4
chr5	115956555	24.1633333333	47	8
chr5	115988815	29.3266666667	68	17
chr5	116006485	25.31	132	34
chr5	116009385	55.4266666667	132	34
chr5	116065145	24.6366666667	60	19
chr5	116103175	23.8566666667	49	10
chr5	116220180	18.7833333333	32	10
chr5	116240600	27.9466666667	52	9
chr5	116379015	23.44	46	7
chr5	116401105	20.9633333333	97	23
chr5	116403355	21.9566666667	97	23
chr5	116406245	16.1766666667	25	5
chr5	116429450	51.2033333333	100	15
chr5	116464480	16.5133333333	33	4
chr5	116481415	17.4166666667	32	7
chr5	116566755	120.403333333	180	22
chr5	116573495	28.65	57	6
chr5	116642960	32.1633333333	62	19
chr5	116662920	24.0666666667	45	11
chr5	116681950	20.1433333333	56	22
chr5	116836145	16.9633333333	40	9
chr5	116894850	19.5666666667	46	12
chr5	116911790	16.52	30	9
chr5	116988720	16.58	32	8
chr5	116992535	26.2566666667	83	33
chr5	116994865	19.5466666667	83	33
chr5	117043280	20.42	39	14
chr5	117235120	18.2766666667	38	17
chr5	117314500	25.3233333333	45	12
chr5	117518400	16.4233333333	72	9
chr5	117519700	22.4166666667	72	9
chr5	117544590	49.06	125	26
chr5	117549960	19.4533333333	42	12
chr5	117566235	34.81	65	10
chr5	117594035	23.39	54	21
chr5	117727925	17.32	27	5
chr5	117741525	33.06	60	4
chr5	117757855	34.4533333333	96	18
chr5	117832000	17.1466666667	59	9
chr5	117838585	21.89	64	11
chr5	117858480	16.29	39	6
chr5	117944255	26.21	153	33
chr5	117947225	55.5133333333	153	33
chr5	117952885	26.28	300	69
chr5	117955365	81.7933333333	300	69
chr5	117956535	25.6433333333	300	69
chr5	117959735	16.8033333333	300	69
chr5	117966765	17.2066666667	94	22
chr5	118287170	20.76	43	14
chr5	118383160	16.0633333333	25	6
chr5	118388335	27.29	58	17
chr5	118391700	19.0033333333	38	5
chr5	118452325	48.0033333333	185	41
chr5	118454845	28.7833333333	185	41
chr5	118517060	34.1566666667	183	47
chr5	118519470	40.56	183	47
chr5	118625370	16.96	34	8
chr5	118719240	27.4966666667	101	28
chr5	118728380	25.9833333333	59	14
chr5	118741595	37.0666666667	62	15
chr5	119045010	29.05	49	8
chr5	119154235	16.4466666667	63	18
chr5	119158450	34.1166666667	65	9
chr5	119187595	17.3833333333	37	11
chr5	119224065	24.6	58	15
chr5	119231815	61.0366666667	106	15
chr5	119379270	19.2733333333	32	12
chr5	119504010	19.6866666667	38	16
chr5	119586325	17.8133333333	36	19
chr5	119665125	25.0733333333	42	9
chr5	119810495	18.3533333333	46	14
chr5	120021810	16.9566666667	34	15
chr5	120120760	18.5233333333	35	10
chr5	120141385	16.4633333333	57	11
chr5	120153295	18.3966666667	39	14
chr5	120161905	16.02	137	26
chr5	120163085	28.4566666667	137	26
chr5	120191305	25.7966666667	57	8
chr5	120212255	17.73	28	2
chr5	120236210	21.63	46	12
chr5	120538710	22.9966666667	43	8
chr5	120544895	38.8333333333	60	16
chr5	120550955	21.2733333333	314	30
chr5	120552965	190.403333333	314	30
chr5	120556630	20.5533333333	44	15
chr5	120577825	60.96	118	23
chr5	120581745	25.36	128	37
chr5	120584285	23.58	128	37
chr5	120594195	20.6533333333	59	27
chr5	120762475	27.5066666667	62	11
chr5	120863610	33.6	57	21
chr5	120907825	26.3666666667	48	14
chr5	120914510	21.21	53	11
chr5	120942660	40.6733333333	68	11
chr5	120955465	38.9066666667	72	13
chr5	120972945	25.28	70	21
chr5	121040770	27.8466666667	105	27
chr5	121042300	23.4866666667	105	27
chr5	121051565	43.05	83	21
chr5	121055005	19.7766666667	80	20
chr5	121055965	25.2966666667	80	20
chr5	121066140	35.0333333333	232	74
chr5	121069370	33.6066666667	232	74
chr5	121070870	36.41	232	74
chr5	121090295	19.52	38	15
chr5	121098980	26.1166666667	78	14
chr5	121123825	23.3966666667	56	6
chr5	121164510	33.5866666667	67	10
chr5	121192385	17.9666666667	43	18
chr5	121243375	22.6833333333	59	10
chr5	121266095	17.87	49	14
chr5	121287000	31.6666666667	109	16
chr5	121287440	33.1633333333	109	16
chr5	121299820	27.3766666667	53	10
chr5	121315550	21.72	52	14
chr5	121377325	17.52	44	8
chr5	121388850	24.4833333333	61	19
chr5	121404085	21.3466666667	52	24
chr5	121449760	21.6666666667	54	11
chr5	121532015	16.0866666667	35	9
chr5	121665520	20.4133333333	40	3
chr5	121830900	29.28	75	15
chr5	121898670	18.0766666667	46	15
chr5	121911535	18.9833333333	40	15
chr5	121927785	18.4633333333	35	12
chr5	121984560	17.2233333333	38	10
chr5	122014665	37.79	66	16
chr5	122052065	23.46	48	10
chr5	122056325	32.1	70	11
chr5	122120705	25.1933333333	51	14
chr5	122265260	17.9466666667	81	28
chr5	122293005	35.6833333333	85	31
chr5	122322360	39.9366666667	71	13
chr5	122329465	41.1033333333	79	34
chr5	122393675	22.2133333333	145	37
chr5	122396065	38.5566666667	145	37
chr5	122449630	17.6666666667	38	14
chr5	122500545	24.2566666667	46	6
chr5	122507820	27.6133333333	115	32
chr5	122509630	21.07	115	32
chr5	122529965	28.5833333333	55	19
chr5	122539170	38.1366666667	133	17
chr5	122541260	36.9866666667	133	17
chr5	122564375	38.1466666667	118	30
chr5	122566425	17.7166666667	118	30
chr5	122579200	18.9466666667	149	47
chr5	122581880	30.6833333333	149	47
chr5	122829990	25.26	44	13
chr5	122841875	24.0366666667	51	12
chr5	122851485	37.0766666667	84	10
chr5	123176120	18.6933333333	37	10
chr5	123181555	21.5233333333	47	10
chr5	123214155	16.7966666667	39	17
chr5	123331465	32.9666666667	64	18
chr5	123363005	19.4033333333	43	11
chr5	123418480	31.5833333333	73	19
chr5	123496035	18.1033333333	38	15
chr5	123502005	20.38	38	16
chr5	123565175	16.2366666667	82	32
chr5	123567435	24.5433333333	82	32
chr5	123582990	49.9766666667	122	24
chr5	123583630	27.2666666667	122	24
chr5	123599815	26.1933333333	67	20
chr5	123606910	32.2333333333	87	20
chr5	123621770	43.0766666667	80	25
chr5	123685845	18.44	39	12
chr5	123695680	20.1233333333	32	6
chr5	123702050	26.4866666667	42	13
chr5	123709190	19.6766666667	35	14
chr5	123735300	18.8766666667	41	14
chr5	123746700	22.0133333333	91	27
chr5	123748770	25.33	91	27
chr5	123819115	26.4666666667	60	12
chr5	123827710	47.0066666667	90	14
chr5	123894190	17.6466666667	44	10
chr5	124060035	24.0133333333	50	11
chr5	124149410	30.7366666667	58	12
chr5	124357035	29.51	55	13
chr5	124384410	17.8433333333	39	11
chr5	124397555	19.19	45	5
chr5	124442930	23.4966666667	57	13
chr5	124446425	29.4166666667	78	25
chr5	124450965	38.8866666667	86	21
chr5	124535005	53.5166666667	98	14
chr5	124562400	18.5833333333	41	23
chr5	124612735	16.62	33	12
chr5	124806860	21.08	35	8
chr5	124990545	17.69	56	9
chr5	125061140	32.0266666667	67	19
chr5	125241660	17.6533333333	70	14
chr5	125242330	19.1333333333	70	14
chr5	125255120	16.3133333333	173	24
chr5	125257850	66.6666666667	173	24
chr5	125266190	16.7966666667	38	4
chr5	125340595	27.7766666667	57	13
chr5	125349515	16.4466666667	29	8
chr5	125380355	17.4766666667	86	13
chr5	125389475	22.1133333333	42	6
chr5	125494995	31.84	64	15
chr5	125504575	23.1466666667	52	16
chr5	125547570	22.3266666667	58	11
chr5	125587790	55.15	103	24
chr5	125670175	46.05	84	12
chr5	125748635	49.2033333333	275	51
chr5	125750395	24.0033333333	275	51
chr5	125751175	35.18	275	51
chr5	125752085	28.7233333333	275	51
chr5	125754105	21.3333333333	275	51
chr5	125758780	18.4	39	15
chr5	125828995	16.9366666667	47	11
chr5	125863205	18.9833333333	49	21
chr5	125892535	22.35	48	8
chr5	125973545	18.27	38	14
chr5	125990145	29.06	64	16
chr5	126005985	20.21	139	35
chr5	126009715	35.35	139	35
chr5	126059715	24.0033333333	43	10
chr5	126094915	27.76	94	16
chr5	126207415	16.99	36	12
chr5	126226305	23.0833333333	35	10
chr5	126280620	16.3366666667	45	7
chr5	126330185	18.9733333333	31	5
chr5	126444625	20.4566666667	38	8
chr5	126738360	16.46	39	14
chr5	126808865	18.13	80	22
chr5	127103785	23.6	39	2
chr5	127143190	16.1033333333	25	8
chr5	127640925	19.9033333333	39	8
chr5	127715805	24.4433333333	51	16
chr5	127919315	28.1333333333	82	21
chr5	128064210	22.67	41	11
chr5	128120875	23.4033333333	53	14
chr5	128128670	16.5533333333	29	9
chr5	128188730	17.4833333333	35	4
chr5	128427820	32.6166666667	69	12
chr5	128579990	20.84	56	9
chr5	128747280	17.6533333333	43	8
chr5	128942985	35.4233333333	121	24
chr5	128945915	24.1633333333	121	24
chr5	128956860	20.5333333333	36	10
chr5	128966690	20.6233333333	47	6
chr5	129028785	29.7866666667	62	18
chr5	129143505	16.08	26	4
chr5	129235320	29.33	179	38
chr5	129236750	24.9433333333	179	38
chr5	129240000	27.3766666667	179	38
chr5	129245860	28.6066666667	55	4
chr5	129314775	39.8466666667	121	22
chr5	129315455	18.81	121	22
chr5	129476890	18.1333333333	43	14
chr5	129482420	20.4666666667	40	10
chr5	129487605	26.82	56	9
chr5	129567590	26.9133333333	97	20
chr5	129569240	16.3766666667	97	20
chr5	129667660	17.92	46	12
chr5	129683890	40.62	70	18
chr5	129837210	16.02	79	19
chr5	129838100	21.8066666667	79	19
chr5	130092030	23.6266666667	55	15
chr5	130100240	44.0433333333	71	20
chr5	130108135	35.0366666667	81	19
chr5	130117145	22.4233333333	35	6
chr5	130126755	17.1133333333	38	13
chr5	130230845	105.576666667	163	10
chr5	130340620	22.4033333333	54	15
chr5	130390115	20.3633333333	47	14
chr5	130475150	33.1533333333	60	17
chr5	130487120	16.24	36	7
chr5	130499820	28.79	56	13
chr5	130514085	33.9866666667	62	12
chr5	130541630	23.67	41	7
chr5	130698760	20.1733333333	41	4
chr5	130742810	16.3633333333	50	5
chr5	130881165	20.3	50	12
chr5	131289090	16.92	48	8
chr5	131329400	52.04	85	13
chr5	131427110	23.0966666667	44	10
chr5	131483925	25.5766666667	86	21
chr5	131756410	20.6266666667	41	13
chr5	131905720	21.1266666667	65	12
chr5	131906140	21.68	65	12
chr5	131968650	42.6966666667	63	12
chr5	133503650	16.0433333333	29	4
chr5	134142545	16.3933333333	27	2
chr5	134278100	22.1433333333	42	10
chr5	134291515	17.6033333333	31	9
chr5	134482835	35.21	80	14
chr5	134539740	21.3166666667	45	11
chr5	134649225	23.54	58	20
chr5	134663425	29.6366666667	49	9
chr5	134821550	22.69	72	12
chr5	134850010	30.0166666667	65	6
chr5	134861220	27.86	62	5
chr5	134961990	27.0666666667	47	5
chr5	134965675	31.2066666667	243	39
chr5	134966525	26.5	243	39
chr5	134967905	40.0366666667	243	39
chr5	134970305	36.1366666667	243	39
chr5	134976095	19.2	41	8
chr5	134983435	31.3533333333	52	13
chr5	135002405	23.8033333333	46	9
chr5	135093120	41.1	66	10
chr5	135144605	17.1766666667	63	23
chr5	135145485	17.5566666667	63	23
chr5	135171185	19.49	43	6
chr5	135180230	23.6833333333	43	9
chr5	135224285	20.2333333333	69	23
chr5	135280690	29.5133333333	58	16
chr5	135383185	83.07	123	8
chr5	135394115	27.52	49	11
chr5	135441575	25.4866666667	83	12
chr5	135442095	16.7366666667	83	12
chr5	135476580	21.03	76	26
chr5	135477370	19.3033333333	76	26
chr5	135489070	27.38	123	23
chr5	135491590	30.8766666667	123	23
chr5	135580035	18.22	43	14
chr5	135583770	17.0766666667	47	14
chr5	135594520	16.1066666667	39	10
chr5	135610610	34.4033333333	79	23
chr5	135712690	26.7333333333	50	14
chr5	135733670	20.2866666667	32	6
chr5	135762335	36.8	87	19
chr5	135829635	26.2966666667	52	8
chr5	135839675	39.0033333333	66	24
chr5	135871840	21.62	45	18
chr5	135876305	28.11	60	5
chr5	135935530	24.7333333333	53	12
chr5	136088335	36.3966666667	70	14
chr5	136092085	80.1633333333	129	13
chr5	136150085	17.22	36	11
chr5	136213215	18.31	67	19
chr5	136239535	26.8633333333	59	11
chr5	136270555	25.29	55	7
chr5	136279215	25.0866666667	127	49
chr5	136282660	67.3133333333	121	26
chr5	136323535	20.6466666667	45	18
chr5	136377485	17.6166666667	99	28
chr5	136379915	30.57	99	28
chr5	136393815	17.3366666667	56	16
chr5	136458465	25.6966666667	53	15
chr5	136463405	16.5633333333	38	5
chr5	136520935	21.2533333333	74	14
chr5	136521545	16.5233333333	74	14
chr5	136537665	32.7266666667	79	14
chr5	136578140	35.7833333333	217	49
chr5	136580550	70.9266666667	217	49
chr5	136592445	39.2833333333	65	13
chr5	136611860	23.4166666667	88	25
chr5	136618810	18.54	57	15
chr5	136619290	16.2666666667	57	15
chr5	136644125	17.4966666667	38	14
chr5	136662800	18.4333333333	37	9
chr5	136677870	31.4533333333	49	7
chr5	136728975	29.6066666667	61	13
chr5	136734965	20.6766666667	73	19
chr5	137057185	17.6366666667	37	6
chr5	137099300	20.95	45	13
chr5	137132855	17.11	42	9
chr5	137140540	28.8533333333	65	3
chr5	137182880	20.5833333333	104	30
chr5	137190975	27.9266666667	57	18
chr5	137231830	19.4	41	10
chr5	137235870	34.02	69	20
chr5	137256550	35.6133333333	66	14
chr5	137266850	31.88	57	7
chr5	137316055	41.0666666667	74	16
chr5	137330480	31.9733333333	71	12
chr5	137357390	28.46	67	22
chr5	137389225	16.1566666667	39	15
chr5	137405110	21.45	46	18
chr5	137412420	18.6066666667	32	17
chr5	137415305	18.82	36	6
chr5	137438630	34.5533333333	85	23
chr5	137446835	18.71	38	12
chr5	137501195	43.2666666667	75	9
chr5	137562990	18.5733333333	43	19
chr5	137583110	22.98	39	3
chr5	137598730	30.58	68	14
chr5	137607450	24.9333333333	88	26
chr5	137609000	17.2166666667	88	26
chr5	137640460	40.5833333333	64	9
chr5	137728045	23.8	84	26
chr5	137756975	21.27	54	20
chr5	137775215	28.37	51	13
chr5	137822605	18.2766666667	40	12
chr5	137943280	32.2233333333	117	24
